SWN Append,KEYWORD,L,S,ADJ DEG,X,Z,QUADRANT,Sextant,Sector,Design ID (WindChill)
es3-cm214,MULTIPOLE,0,2986.34719,280.1326427,-108.4483034,606.8226494,SE,3,3,
es3-dv214,MULTIPOLE,0,2986.34719,280.1326427,-108.4483034,606.8226494,SE,3,3,
es3-cm214,SBEND,2.726077105,2986.34719,280.1326427,-108.4483034,606.8226494,SE,3,3,
es3-dv214,SBEND,2.726077105,2986.34719,280.1326427,-108.4483034,606.8226494,SE,3,3,
es3-dt213.1,DRIFT,0.386683214,2986.73387,280.1683553,-108.8188119,606.7119817,SE,3,3,
es3-ks213,HKICKER,0.2,2986.93387,280.1868285,-109.010446,606.6547422,SE,3,3,
es3-dt213.2,DRIFT,0.064,2986.99787,280.1927402,-109.071769,606.6364256,SE,3,3,
es3-q213,QUADRUPOLE,0.5,2987.37287,280.2273819,-109.431083,606.5291016,SE,3,3,
es3-dt212.1,DRIFT,0.156,2987.65387,280.2533432,-109.7003289,606.4486801,SE,3,3,
es3-dt212.2,DRIFT,0.1721,2987.82597,280.2692446,-109.8652301,606.3994255,SE,3,3,
es3-sx212,SEXTUPOLE,0.24,2988.06597,280.2914213,-110.0951911,606.3307382,SE,3,3,
es3-dt212.3,DRIFT,0.1721,2988.23807,280.3073251,-110.2600923,606.2814836,SE,3,3,
es3-cm211,MULTIPOLE,0,2988.73807,280.3535357,-110.7391776,606.1383849,SE,3,3,
es3-dt211,MULTIPOLE,0,2988.73807,280.3535357,-110.7391776,606.1383849,SE,3,3,
es3-cm211,DRIFT,0.5,2988.73807,280.3535357,-110.7391776,606.1383849,SE,3,3,
es3-dt211,DRIFT,0.5,2988.73807,280.3535357,-110.7391776,606.1383849,SE,3,3,
es3-cm209,MULTIPOLE,0,2991.46415,280.6054826,-113.3471229,605.3446275,SE,3,3,
es3-dv209,MULTIPOLE,0,2991.46415,280.6054826,-113.3471229,605.3446275,SE,3,3,
es3-cm209,SBEND,2.726077105,2991.46415,280.6054826,-113.3471229,605.3446275,SE,3,3,
es3-dv209,SBEND,2.726077105,2991.46415,280.6054826,-113.3471229,605.3446275,SE,3,3,
es3-cm208,MULTIPOLE,0,2991.72255,280.6293632,-113.5939325,605.2681044,SE,3,3,
es3-dt208,MULTIPOLE,0,2991.72255,280.6293632,-113.5939325,605.2681044,SE,3,3,
es3-cm208,DRIFT,0.258400373,2991.72255,280.6293632,-113.5939325,605.2681044,SE,3,3,
es3-dt208,DRIFT,0.258400373,2991.72255,280.6293632,-113.5939325,605.2681044,SE,3,3,
es3-cm207.1,MULTIPOLE,0,2992.61395,280.7117453,-114.4448981,605.0026773,SE,3,3,
es3-dv207,MULTIPOLE,0,2992.61395,280.7117453,-114.4448981,605.0026773,SE,3,3,
es3-cm207.1,SBEND,0.891400429,2992.61395,280.7117453,-114.4448981,605.0026773,SE,3,3,
es3-dv207,SBEND,0.891400429,2992.61395,280.7117453,-114.4448981,605.0026773,SE,3,3,
es3-cm207.2,MULTIPOLE,0,2992.87235,280.7356268,-114.6914461,604.9253158,SE,3,3,
es3-dt207,MULTIPOLE,0,2992.87235,280.7356268,-114.6914461,604.9253158,SE,3,3,
es3-cm207.2,DRIFT,0.258400373,2992.87235,280.7356268,-114.6914461,604.9253158,SE,3,3,
es3-dt207,DRIFT,0.258400373,2992.87235,280.7356268,-114.6914461,604.9253158,SE,3,3,
es3-cm204,MULTIPOLE,0,2995.59843,280.9875604,-117.288195,604.0956624,SE,3,3,
es3-dv204,MULTIPOLE,0,2995.59843,280.9875604,-117.288195,604.0956624,SE,3,3,
es3-cm204,SBEND,2.726077105,2995.59843,280.9875604,-117.288195,604.0956624,SE,3,3,
es3-dv204,SBEND,2.726077105,2995.59843,280.9875604,-117.288195,604.0956624,SE,3,3,
es3-dt204.1,DRIFT,0.386683214,2995.98511,281.0232954,-117.6559186,603.9760661,SE,3,3,
es3-ks204,VKICKER,0.2,2996.18511,281.0417804,-117.8461123,603.9142086,SE,3,3,
es3-dt204.2,DRIFT,0.064,2996.24911,281.0476959,-117.9069743,603.8944142,SE,3,3,
es3-q203,QUADRUPOLE,0.5,2996.62411,281.0823601,-118.2635875,603.7784313,SE,3,3,
es3-dt203.1,DRIFT,0.156,2996.90511,281.1083385,-118.5308096,603.6915215,SE,3,3,
es3-sx203.1,SEXTUPOLE,0.24,2997.14511,281.1305287,-118.7590421,603.6172925,SE,3,3,
es3-dt203.2,DRIFT,0.104,2997.24911,281.1401451,-118.8579428,603.5851266,SE,3,3,
es3-sx203.2,SEXTUPOLE,0.24,2997.48911,281.1623382,-119.0861753,603.5108975,SE,3,3,
es3-cm202,MULTIPOLE,0,2997.98911,281.2085806,-119.5616595,603.3562537,SE,3,3,
es3-dt202,MULTIPOLE,0,2997.98911,281.2085806,-119.5616595,603.3562537,SE,3,3,
es3-cm202,DRIFT,0.5,2997.98911,281.2085806,-119.5616595,603.3562537,SE,3,3,
es3-dt202,DRIFT,0.5,2997.98911,281.2085806,-119.5616595,603.3562537,SE,3,3,
es3-cm199.1,MULTIPOLE,0,3000.71519,281.4607013,-122.1496444,602.4996537,SE,3,3,
es3-dv199,MULTIPOLE,0,3000.71519,281.4607013,-122.1496444,602.4996537,SE,3,3,
es3-cm199.1,SBEND,2.726077105,3000.71519,281.4607013,-122.1496444,602.4996537,SE,3,3,
es3-dv199,SBEND,2.726077105,3000.71519,281.4607013,-122.1496444,602.4996537,SE,3,3,
es3-cm199.2,MULTIPOLE,0,3000.97359,281.4845983,-122.3945311,602.4171837,SE,3,3,
es3-dt199,MULTIPOLE,0,3000.97359,281.4845983,-122.3945311,602.4171837,SE,3,3,
es3-cm199.2,DRIFT,0.258400373,3000.97359,281.4845983,-122.3945311,602.4171837,SE,3,3,
es3-dt199,DRIFT,0.258400373,3000.97359,281.4845983,-122.3945311,602.4171837,SE,3,3,
es3-cm198.1,MULTIPOLE,0,3001.86499,281.567037,-123.2388282,602.1312532,SE,3,3,
es3-dv198,MULTIPOLE,0,3001.86499,281.567037,-123.2388282,602.1312532,SE,3,3,
es3-cm198.1,SBEND,0.891400429,3001.86499,281.567037,-123.2388282,602.1312532,SE,3,3,
es3-dv198,SBEND,0.891400429,3001.86499,281.567037,-123.2388282,602.1312532,SE,3,3,
es3-cm198.2,MULTIPOLE,0,3002.12339,281.590935,-123.4834331,602.0479514,SE,3,3,
es3-dt198,MULTIPOLE,0,3002.12339,281.590935,-123.4834331,602.0479514,SE,3,3,
es3-cm198.2,DRIFT,0.258400373,3002.12339,281.590935,-123.4834331,602.0479514,SE,3,3,
es3-dt198,DRIFT,0.258400373,3002.12339,281.590935,-123.4834331,602.0479514,SE,3,3,
es3-cm195,MULTIPOLE,0,3004.84947,281.8430414,-126.0593567,601.1557367,SE,3,3,
es3-dv195,MULTIPOLE,0,3004.84947,281.8430414,-126.0593567,601.1557367,SE,3,3,
es3-cm195,SBEND,2.726077105,3004.84947,281.8430414,-126.0593567,601.1557367,SE,3,3,
es3-dv195,SBEND,2.726077105,3004.84947,281.8430414,-126.0593567,601.1557367,SE,3,3,
es3-dt195,DRIFT,0.386683214,3005.23615,281.8788009,-126.4240802,601.0272817,SE,3,3,
es3-ks195,HKICKER,0.2,3005.43615,281.8972988,-126.6127222,600.9608423,SE,3,3,
es3-dt194.1,DRIFT,0.064,3005.50015,281.9032184,-126.6730877,600.9395817,SE,3,3,
es3-q194,QUADRUPOLE,0.5,3005.87515,281.937907,-127.0267914,600.8150079,SE,3,3,
es3-dt194.2,DRIFT,0.156,3006.15615,281.963904,-127.2918335,600.7216605,SE,3,3,
es3-dt194.3,DRIFT,0.1721,3006.32825,281.9798274,-127.4541599,600.6644894,SE,3,3,
es3-sx193,SEXTUPOLE,0.24,3006.56825,282.0020353,-127.6805303,600.5847622,SE,3,3,
es3-dt193.1,DRIFT,0.1721,3006.74035,282.0179615,-127.8428568,600.5275911,SE,3,3,
es3-cm193,MULTIPOLE,0,3007.24035,282.0642384,-128.3144618,600.3614926,SE,3,3,
es3-dt193.2,MULTIPOLE,0,3007.24035,282.0642384,-128.3144618,600.3614926,SE,3,3,
es3-cm193,DRIFT,0.5,3007.24035,282.0642384,-128.3144618,600.3614926,SE,3,3,
es3-dt193.2,DRIFT,0.5,3007.24035,282.0642384,-128.3144618,600.3614926,SE,3,3,
es3-cm190.1,MULTIPOLE,0,3009.96643,282.3165469,-130.8809723,599.4425511,SE,3,3,
es3-dv190,MULTIPOLE,0,3009.96643,282.3165469,-130.8809723,599.4425511,SE,3,3,
es3-cm190.1,SBEND,2.726077105,3009.96643,282.3165469,-130.8809723,599.4425511,SE,3,3,
es3-dv190,SBEND,2.726077105,3009.96643,282.3165469,-130.8809723,599.4425511,SE,3,3,
es3-cm190.2,MULTIPOLE,0,3010.22483,282.3404617,-131.1237927,599.3541826,SE,3,3,
es3-dt190,MULTIPOLE,0,3010.22483,282.3404617,-131.1237927,599.3541826,SE,3,3,
es3-cm190.2,DRIFT,0.258400373,3010.22483,282.3404617,-131.1237927,599.3541826,SE,3,3,
es3-dt190,DRIFT,0.258400373,3010.22483,282.3404617,-131.1237927,599.3541826,SE,3,3,
es3-cm189.1,MULTIPOLE,0,3011.11623,282.4229618,-131.9609274,599.0479158,SE,3,3,
es3-dv189,MULTIPOLE,0,3011.11623,282.4229618,-131.9609274,599.0479158,SE,3,3,
es3-cm189.1,SBEND,0.891400429,3011.11623,282.4229618,-131.9609274,599.0479158,SE,3,3,
es3-dv189,SBEND,0.891400429,3011.11623,282.4229618,-131.9609274,599.0479158,SE,3,3,
es3-cm189.2,MULTIPOLE,0,3011.37463,282.4468775,-132.2034461,598.9587224,SE,3,3,
es3-dt189,MULTIPOLE,0,3011.37463,282.4468775,-132.2034461,598.9587224,SE,3,3,
es3-cm189.2,DRIFT,0.258400373,3011.37463,282.4468775,-132.2034461,598.9587224,SE,3,3,
es3-dt189,DRIFT,0.258400373,3011.37463,282.4468775,-132.2034461,598.9587224,SE,3,3,
es3-cm186,MULTIPOLE,0,3014.10071,282.6991712,-134.7570374,598.0044684,SE,3,3,
es3-dv186,MULTIPOLE,0,3014.10071,282.6991712,-134.7570374,598.0044684,SE,3,3,
es3-cm186,SBEND,2.726077105,3014.10071,282.6991712,-134.7570374,598.0044684,SE,3,3,
es3-dv186,SBEND,2.726077105,3014.10071,282.6991712,-134.7570374,598.0044684,SE,3,3,
es3-dt186,DRIFT,0.386683214,3014.48739,282.7349572,-135.1185475,597.8672299,SE,3,3,
es3-ks185,VKICKER,0.2,3014.68739,282.7534689,-135.3055274,597.7962476,SE,3,3,
es3-dt185.1,DRIFT,0.064,3014.75139,282.759393,-135.365361,597.7735332,SE,3,3,
es3-q185,QUADRUPOLE,0.5,3015.12639,282.7941081,-135.7159484,597.6404412,SE,3,3,
es3-dt185.2,DRIFT,0.156,3015.40739,282.820125,-135.9786553,597.540711,SE,3,3,
es3-sx184.1,SEXTUPOLE,0.24,3015.64739,282.8423486,-136.2030312,597.4555322,SE,3,3,
es3-dt184.1,DRIFT,0.104,3015.75139,282.8519795,-136.3002608,597.4186213,SE,3,3,
es3-sx184.2,SEXTUPOLE,0.24,3015.99139,282.8742065,-136.5246367,597.3334425,SE,3,3,
es3-cm184,MULTIPOLE,0,3016.49139,282.9205204,-136.9920866,597.1559865,SE,3,3,
es3-dt184.2,MULTIPOLE,0,3016.49139,282.9205204,-136.9920866,597.1559865,SE,3,3,
es3-cm184,DRIFT,0.5,3016.49139,282.9205204,-136.9920866,597.1559865,SE,3,3,
es3-dt184.2,DRIFT,0.5,3016.49139,282.9205204,-136.9920866,597.1559865,SE,3,3,
es3-cm181.1,MULTIPOLE,0,3019.21747,283.1730314,-139.5356211,596.1752411,SE,3,3,
es3-dv181,MULTIPOLE,0,3019.21747,283.1730314,-139.5356211,596.1752411,SE,3,3,
es3-cm181.1,SBEND,2.726077105,3019.21747,283.1730314,-139.5356211,596.1752411,SE,3,3,
es3-dv181,SBEND,2.726077105,3019.21747,283.1730314,-139.5356211,596.1752411,SE,3,3,
es3-cm181.2,MULTIPOLE,0,3019.47587,283.1969652,-139.7762333,596.0810257,SE,3,3,
es3-dt181,MULTIPOLE,0,3019.47587,283.1969652,-139.7762333,596.0810257,SE,3,3,
es3-cm181.2,DRIFT,0.258400373,3019.47587,283.1969652,-139.7762333,596.0810257,SE,3,3,
es3-dt181,DRIFT,0.258400373,3019.47587,283.1969652,-139.7762333,596.0810257,SE,3,3,
es3-cm180,MULTIPOLE,0,3020.36727,283.2795314,-140.6057159,595.7546018,SE,3,3,
es3-dv180,MULTIPOLE,0,3020.36727,283.2795314,-140.6057159,595.7546018,SE,3,3,
es3-cm180,SBEND,0.891400429,3020.36727,283.2795314,-140.6057159,595.7546018,SE,3,3,
es3-dv180,SBEND,0.891400429,3020.36727,283.2795314,-140.6057159,595.7546018,SE,3,3,
es3-cm179,MULTIPOLE,0,3020.62567,283.3034663,-140.8460064,595.6595691,SE,3,3,
es3-dt179,MULTIPOLE,0,3020.62567,283.3034663,-140.8460064,595.6595691,SE,3,3,
es3-cm179,DRIFT,0.258400373,3020.62567,283.3034663,-140.8460064,595.6595691,SE,3,3,
es3-dt179,DRIFT,0.258400373,3020.62567,283.3034663,-140.8460064,595.6595691,SE,3,3,
es3-cm177,MULTIPOLE,0,3023.35174,283.5559617,-143.3757716,594.643834,SE,3,3,
es3-dv177,MULTIPOLE,0,3023.35174,283.5559617,-143.3757716,594.643834,SE,3,3,
es3-cm177,SBEND,2.726077105,3023.35174,283.5559617,-143.3757716,594.643834,SE,3,3,
es3-dv177,SBEND,2.726077105,3023.35174,283.5559617,-143.3757716,594.643834,SE,3,3,
es3-dt176.1,DRIFT,0.386683214,3023.73843,283.5917763,-143.7338567,594.4978923,SE,3,3,
es3-ks176,HKICKER,0.2,3023.93843,283.6103029,-143.9190652,594.4224085,SE,3,3,
es3-dt176.2,DRIFT,0.064,3024.00243,283.6162318,-143.9783319,594.3982537,SE,3,3,
es3-mark176,MARKER,0,3024.25243,283.6393934,-144.2098425,594.3038989,SE,3,3,
es3-q176,QUADRUPOLE,0.5,3024.37743,283.6509753,-144.3255978,594.2567215,SE,3,3,
es3-dt175.1,DRIFT,0.156,3024.65843,283.6770138,-144.5858158,594.1506667,SE,3,3,
es3-sx175.1,SEXTUPOLE,0.24,3024.89843,283.699256,-144.808066,594.0600861,SE,3,3,
es3-dt175.2,DRIFT,0.104,3025.00243,283.708895,-144.9043744,594.0208345,SE,3,3,
es3-sx175.2,SEXTUPOLE,0.24,3025.24243,283.7311408,-145.1266246,593.9302539,SE,3,3,
es3-dt174,DRIFT,0.5,3025.74243,283.7774945,-145.5896459,593.7415443,SE,3,3,
es3-dh172,RBEND,2.726014716,3028.46844,284.0301979,-148.1081415,592.6983492,SE,3,3,
es3-dt171,DRIFT,0.2584,3028.72684,284.0541486,-148.3463053,592.5981068,SE,3,3,
es3-dh169,RBEND,2.726014716,3031.45286,284.3067845,-150.8527638,591.5263129,SE,3,3,
es3-dt167.1,DRIFT,1.536638598,3032.9895,284.4492217,-152.2621861,590.9141144,SE,3,3,
es3-ks167,VKICKER,0.2,3033.1895,284.4677689,-152.4456283,590.8344342,SE,3,3,
es3-dt167.2,DRIFT,0.064,3033.2535,284.4737044,-152.5043298,590.8089366,SE,3,3,
es3-q166,QUADRUPOLE,0.5,3033.6285,284.5084865,-152.8482841,590.6595362,SE,3,3,
es3-dt165,DRIFT,1.24,3034.9935,284.6351495,-154.1002775,590.1157187,SE,3,3,
es3-dh162,RBEND,2.726014716,3037.71951,284.8881423,-156.5943741,589.0154649,SE,3,3,
es3-dt162,DRIFT,0.2584,3037.97791,284.9121203,-156.8301943,588.9098271,SE,3,3,
es3-dh159,RBEND,2.726014716,3040.70393,285.1650426,-159.3116059,587.7812559,SE,3,3,
es3-dt158,DRIFT,1.536638598,3042.24056,285.3076428,-160.7067274,587.1371331,SE,3,3,
es3-ks158,HKICKER,0.2,3042.44056,285.3262116,-160.8883083,587.0532978,SE,3,3,
es3-dt157.1,DRIFT,0.064,3042.50456,285.332154,-160.9464142,587.0264705,SE,3,3,
es3-q157,QUADRUPOLE,0.5,3042.87956,285.366977,-161.2868785,586.8692793,SE,3,3,
es3-dt157.2,DRIFT,0.156,3043.16056,285.3930757,-161.5419998,586.7514907,SE,3,3,
es3-sx157,SEXTUPOLE,0.24,3043.40056,285.4153695,-161.7598969,586.6508884,SE,3,3,
es3-dt156,DRIFT,0.104,3043.50456,285.425031,-161.854319,586.607294,SE,3,3,
es3-sx156,SEXTUPOLE,0.24,3043.74456,285.4473289,-162.0722161,586.5066916,SE,3,3,
es3-dt155,DRIFT,1.14255,3044.88711,285.5535199,-163.1095427,586.0277615,SE,3,3,
es3-mark155,MARKER,0,3045.28711,285.5907119,-163.4727046,585.8600909,SE,3,3,
es3-q155,QUADRUPOLE,0.8,3045.48711,285.6093108,-163.6542856,585.7762556,SE,3,3,
es3-dt153,DRIFT,1.14255,3046.82966,285.734211,-164.8731931,585.2134901,SE,3,3,
es3-mark153,MARKER,0,3047.22966,285.7714407,-165.236355,585.0458195,SE,3,3,
es3-q153,QUADRUPOLE,0.8,3047.42966,285.7900584,-165.4179359,584.9619842,SE,3,3,
es3-dt152,DRIFT,0.535,3048.16466,285.8584949,-166.0852459,584.6538895,SE,3,3,
es3-dh149,RBEND,2.726014716,3050.89068,286.1123133,-168.553651,583.4971472,SE,3,3,
es3-dt149,DRIFT,0.2584,3051.14908,286.1363696,-168.7870055,583.3861687,SE,3,3,
es3-dh146,RBEND,2.726014716,3053.87509,286.3901179,-171.2420842,582.2014052,SE,3,3,
es3-dt146,DRIFT,0.535,3054.41009,286.4399146,-171.7225825,581.9661471,SE,3,3,
es3-mark145,MARKER,0,3054.81009,286.4771555,-172.0818336,581.7902532,SE,3,3,
es3-q145,QUADRUPOLE,0.8,3055.01009,286.4957789,-172.2614591,581.7023063,SE,3,3,
es3-dt144,DRIFT,0.535,3055.74509,286.5642378,-172.921583,581.3791012,SE,3,3,
es3-dh142,RBEND,2.726014716,3058.47111,286.8181389,-175.3630172,580.1664699,SE,3,3,
es3-dt141,DRIFT,0.2584,3058.72951,286.8422028,-175.593785,580.0502082,SE,3,3,
es3-dh139,RBEND,2.726014716,3061.45552,287.0960294,-178.0212586,578.8098662,SE,3,3,
es3-dt138,DRIFT,0.535,3061.99052,287.1458413,-178.4962772,578.5637315,SE,3,3,
es3-mark138,MARKER,0,3062.39052,287.183094,-178.8514313,578.3797054,SE,3,3,
es3-q137,QUADRUPOLE,0.8,3062.59052,287.2017237,-179.0290083,578.2876924,SE,3,3,
es3-dt130,DRIFT,6.77124,3069.56176,287.8524183,-185.2186692,575.0804686,SE,3,3,
es3-mark130,MARKER,0,3069.96176,287.8898314,-185.5738233,574.8964426,SE,3,3,
es3-q130,QUADRUPOLE,0.8,3070.16176,287.908541,-185.7514004,574.8044296,SE,3,3,
es3-dt123,DRIFT,6.77124,3077.133,288.5619359,-191.9410613,571.5972058,SE,3,3,
es3-mark122,MARKER,0,3077.533,288.5994987,-192.2962154,571.4131798,SE,3,3,
es3-q122,QUADRUPOLE,0.8,3077.733,288.618283,-192.4737925,571.3211668,SE,3,3,
es3-dt115,DRIFT,6.77124,3084.70424,289.2741934,-198.6634534,568.113943,SE,3,3,
es3-mark115,MARKER,0,3085.10424,289.3118953,-199.0186075,567.929917,SE,3,3,
es3-q115,QUADRUPOLE,0.8,3085.30424,289.330749,-199.1961845,567.837904,SE,3,3,
es3-dt114,DRIFT,0.535,3086.03924,289.4000511,-199.8487802,567.4997562,SE,3,3,
es3-dh111,RBEND,2.726014716,3088.76526,289.6570827,-202.2619785,566.2318642,SE,3,3,
es3-dt111,DRIFT,0.2584,3089.02366,289.6814441,-202.49004,566.1103797,SE,3,3,
es3-dh108,RBEND,2.726014716,3091.74967,289.9384167,-204.8886504,564.815102,SE,3,3,
es3-dt108,DRIFT,0.535,3092.28467,289.9888471,-205.3579431,564.558218,SE,3,3,
es3-mark107,MARKER,0,3092.68467,290.0265609,-205.7088161,564.3661553,SE,3,3,
es3-q107,QUADRUPOLE,0.8,3092.88467,290.0454206,-205.8842526,564.2701239,SE,3,3,
es3-dt106,DRIFT,0.535,3093.61967,290.1147463,-206.5289818,563.9172085,SE,3,3,
es3-dh104,RBEND,2.726014716,3096.34569,290.3718657,-208.9126936,562.594713,SE,3,3,
es3-dt103,DRIFT,0.2584,3096.60409,290.3962352,-209.1379306,562.4680685,SE,3,3,
es3-dh101,RBEND,2.726014716,3099.3301,290.6532914,-211.5064348,561.1185264,SE,3,3,
es3-dt100,DRIFT,0.535,3099.8651,290.703738,-211.9697584,560.8510264,SE,3,3,
es3-mark100,MARKER,0,3100.2651,290.7414646,-212.3161686,560.6510264,SE,3,3,
es3-q100,QUADRUPOLE,0.8,3100.4651,290.7603309,-212.4893737,560.5510264,SE,3,3,
es3-dt89,DRIFT,9.90284,3110.56794,291.7158965,-221.2386898,555.4996064,SE,3,3,
es3-mark89,MARKER,0,3110.96794,291.7538293,-221.5850999,555.2996064,SE,3,3,
es3-q89,QUADRUPOLE,0.8,3111.16794,291.7727984,-221.758305,555.1996064,SE,3,3,
es3-dt79,DRIFT,9.90284,3121.27078,292.7332881,-230.5076211,550.1481864,SE,3,3,
es3-mark78,MARKER,0,3121.67078,292.7714049,-230.8540312,549.9481864,SE,3,3,
es3-q78,QUADRUPOLE,0.8,3121.87078,292.7904657,-231.0272363,549.8481864,SE,3,3,
es3-dt68,DRIFT,9.90284,3131.97362,293.7553074,-239.7765524,544.7967664,SE,3,3,
es3-mark68,MARKER,0,3132.37362,293.7935851,-240.1229626,544.5967664,SE,3,3,
es3-q67,QUADRUPOLE,0.8,3132.57362,293.8127261,-240.2961677,544.4967664,SE,3,3,
es3-dt57,DRIFT,9.90284,3142.67646,294.7813315,-249.0454837,539.4453464,SE,3,3,
es3-mark57,MARKER,0,3143.07646,294.8197467,-249.3918939,539.2453464,SE,3,3,
es3-q57,QUADRUPOLE,0.8,3143.27646,294.838956,-249.565099,539.1453464,SE,3,3,
es3-dt47,DRIFT,9.90284,3153.3793,295.8107227,-258.3144151,534.0939264,SE,3,3,
es3-mark46,MARKER,0,3153.7793,295.8492511,-258.6608252,533.8939264,SE,3,3,
es3-q46,QUADRUPOLE,0.8,3153.9793,295.8685167,-258.8340303,533.7939264,SE,3,3,
es3-dt36,DRIFT,9.90284,3164.08214,296.84283,-267.5833464,528.7425064,SE,3,3,
es3-mark36,MARKER,0,3164.48214,296.8814472,-267.9297566,528.5425064,SE,3,3,
es3-q35,QUADRUPOLE,0.8,3164.68214,296.9007568,-268.1029617,528.4425064,SE,3,3,
es3-dt28,DRIFT,6.678976,3171.56112,297.5653097,-274.0603296,525.0030184,SE,3,3,
es3-dh26,RBEND,2.726014716,3174.28713,297.828789,-276.4133195,523.6266047,SE,3,3,
es3-dt25,DRIFT,0.3,3174.58713,297.8577843,-276.6714029,523.4736572,SE,3,3,
es3-dh23,RBEND,2.726014716,3177.31315,298.1212484,-279.0085735,522.07055,SE,3,3,
es3-dt22,DRIFT,0.3,3177.61315,298.1502419,-279.2648993,521.9146748,SE,3,3,
es3-dh20,RBEND,2.726014716,3180.33916,298.4136889,-281.5859479,520.4850561,SE,3,3,
es3-dt19,DRIFT,0.3,3180.63916,298.4426804,-281.8404829,520.3262735,SE,3,3,
es3-dh17,RBEND,2.726014716,3183.36518,298.7061083,-284.1451087,518.8703284,SE,3,3,
es3-dt16,DRIFT,0.3,3183.66518,298.7350976,-284.3978198,518.7086588,SE,3,3,
es3-mark16,MARKER,0,3184.06518,298.7737532,-284.7347681,518.4930994,SE,3,3,
es3-q16,QUADRUPOLE,0.8,3184.26518,298.7930823,-284.9032422,518.3853197,SE,3,3,
es3-dt11,DRIFT,5,3189.46518,299.2959311,-289.2835694,515.5830468,SE,3,3,
es3-mark10,MARKER,0,3189.86518,299.334634,-289.6205177,515.3674873,SE,3,3,
es3-q10,QUADRUPOLE,0.8,3190.06518,299.3539865,-289.7889918,515.2597076,SE,3,3,
es3-dt3.4,MARKER,0,3196.73327,299.999608,-295.4059974,511.6662814,SE,3,3,
es3-mark3,MARKER,0,3196.73327,299.999608,-295.4059974,511.6662814,SE,3,3,
es3-dt3.4,DRIFT,6.468093,3196.73327,299.999608,-295.4059974,511.6662814,SE,3,3,
es3-mark3,DRIFT,6.468093,3196.73327,299.999608,-295.4059974,511.6662814,SE,3,3,
es4-dt13,DRIFT,16.653102,3213.38637,301.6145445,-309.4340813,502.6919474,SE,5,4,
es4-mark14,MARKER,0,3213.78637,301.6533642,-309.7710295,502.476388,SE,5,4,
es4-q14,QUADRUPOLE,0.8,3213.98637,301.6727745,-309.9395036,502.3686082,SE,5,4,
es4-dt19,DRIFT,5,3219.18637,302.1775024,-314.3198309,499.5663353,SE,5,4,
es4-mark20,MARKER,0,3219.58637,302.2163314,-314.6567791,499.3507759,SE,5,4,
es4-q20,QUADRUPOLE,0.8,3219.78637,302.235746,-314.8252532,499.2429961,SE,5,4,
es4-dt20,DRIFT,0.3,3220.28637,302.284283,-315.2464385,498.9735468,SE,5,4,
es4-dh23,RBEND,2.726014716,3223.01239,302.5489101,-317.5510643,497.5176018,SE,5,4,
es4-dt23,DRIFT,0.3,3223.31239,302.5780309,-317.8055993,497.3588191,SE,5,4,
es4-dh26,RBEND,2.726014716,3226.0384,302.8425973,-320.1266479,495.9292004,SE,5,4,
es4-dt26,DRIFT,0.3,3226.3384,302.8717062,-320.3829737,495.7733252,SE,5,4,
es4-dh29,RBEND,2.726014716,3229.06442,303.1361176,-322.7201443,494.3702181,SE,5,4,
es4-dt29,DRIFT,0.3,3229.36442,303.1652042,-322.9782277,494.2172706,SE,5,4,
es4-dh32,RBEND,2.726014716,3232.09043,303.4293663,-325.3312176,492.8408568,SE,5,4,
es4-dt33,DRIFT,1.2585,3233.34893,303.5512358,-326.4211105,492.2116068,SE,5,4,
es4-mark34,MARKER,0,3233.74893,303.589964,-326.7675207,492.0116068,SE,5,4,
es4-q34,QUADRUPOLE,0.8,3233.94893,303.6093269,-326.9407258,491.9116068,SE,5,4,
es4-dt40,DRIFT,6.090776,3240.23971,304.21792,-332.3886976,488.7662188,SE,5,4,
es4-mark41,MARKER,0,3240.63971,304.2565867,-332.7351078,488.5662188,SE,5,4,
es4-q41,QUADRUPOLE,0.8,3240.83971,304.2759186,-332.9083129,488.4662188,SE,5,4,
es4-dt51,DRIFT,10.1158,3251.15551,305.271618,-341.8420577,483.3083188,SE,5,4,
es4-mark52,MARKER,0,3251.55551,305.3101664,-342.1884679,483.1083188,SE,5,4,
es4-q52,QUADRUPOLE,0.8,3251.75551,305.3294388,-342.361673,483.0083188,SE,5,4,
es4-dt62,DRIFT,10.1158,3262.07131,306.3217526,-351.2954178,477.8504188,SE,5,4,
es4-mark62,MARKER,0,3262.47131,306.3601573,-351.641828,477.6504188,SE,5,4,
es4-q63,QUADRUPOLE,0.8,3262.67131,306.3793575,-351.8150331,477.5504188,SE,5,4,
es4-dt73,DRIFT,10.1158,3272.98711,307.3676403,-360.7487779,472.3925188,SE,5,4,
es4-mark73,MARKER,0,3273.38711,307.4058766,-361.0951881,472.1925188,SE,5,4,
es4-q74,QUADRUPOLE,0.8,3273.58711,307.4249923,-361.2683932,472.0925188,SE,5,4,
es4-dt74,DRIFT,0.535,3274.32211,307.4952281,-361.9049218,471.7250188,SE,5,4,
es4-dh77,RBEND,2.726014716,3277.04812,307.7557198,-364.2579117,470.3486051,SE,5,4,
es4-dt77,DRIFT,0.2584,3277.30652,307.7804142,-364.4802075,470.2168663,SE,5,4,
es4-dh80,RBEND,2.726014716,3280.03254,308.0409523,-366.8173781,468.8137592,SE,5,4,
