SWN Append,KEYWORD,L,S,ADJ DEG,X,Z,QUADRANT,Sextant,Sector,Design ID (WindChill)
es5-mark320,MARKER,0,0,360,-589.7716383,0,SE,5,5,
es6-dt5,DRIFT,5.3,5.3,0.514822847,-589.8140379,-5.299830401,SW,7,6,
es6-q7,QUADRUPOLE,1.8,7.1,0.689636759,-589.8284377,-7.099772801,SW,7,6,
es6-dt8,DRIFT,0.5,7.6,0.738192525,-589.8324377,-7.599756801,SW,7,6,
es6-q9,QUADRUPOLE,1.4,9,0.874139303,-589.8436375,-8.999712002,SW,7,6,
es6-dt17,DRIFT,7.75,16.75,1.626388643,-589.9056369,-16.749464,SW,7,6,
es6-dh22,RBEND,5.500091668,22.25009,2.159551907,-590.0046315,-22.24857303,SW,7,6,
es6-dt42.1,DRIFT,19.8146,42.06469,4.073318491,-590.5593678,-42.05540621,SW,7,6,
es6-q42,QUADRUPOLE,0.25,42.31469,4.097392407,-590.5663669,-42.30530822,SW,7,6,
es6-dt42.2,DRIFT,0.15,42.46469,4.111835787,-590.5705664,-42.45524942,SW,7,6,
es6-q43,QUADRUPOLE,0.6,43.06469,4.169602002,-590.5873642,-43.05501424,SW,7,6,
es6-dt47.1,DRIFT,3.5,46.56469,4.506333246,-590.6853514,-46.55364233,SW,7,6,
es6-q47,QUADRUPOLE,0.25,46.81469,4.530369549,-590.6923505,-46.80354433,SW,7,6,
es6-dt47.2,DRIFT,0.15,46.96469,4.544790292,-590.6965499,-46.95348554,SW,7,6,
es6-q48,QUADRUPOLE,0.6,47.56469,4.602465423,-590.7133477,-47.55325035,SW,7,6,
es6-dt51.1,DRIFT,3.5,51.06469,4.938648455,-590.8113349,-51.05187844,SW,7,6,
es6-q51,QUADRUPOLE,0.25,51.31469,4.962644501,-590.818334,-51.30178045,SW,7,6,
es6-dt51.2,DRIFT,0.15,51.46469,4.977041018,-590.8225334,-51.45172165,SW,7,6,
es6-q52,QUADRUPOLE,0.6,52.06469,5.034618723,-590.8393313,-52.05148647,SW,7,6,
es6-dt53,DRIFT,1.1543,53.21899,5.145350663,-590.8716474,-53.20533401,SW,7,6,
es6-dh54,RBEND,0.891400372,54.11039,5.230811697,-590.8980132,-54.096344,SW,7,6,
es6-dt55,DRIFT,1.1543,55.26469,5.34140991,-590.9339804,-55.25008351,SW,7,6,
es6-q56,QUADRUPOLE,0.25,55.51469,5.365356432,-590.9417702,-55.49996212,SW,7,6,
es6-dt56,DRIFT,0.15,55.66469,5.37972314,-590.9464442,-55.64988928,SW,7,6,
es6-q57,QUADRUPOLE,1.2,56.86469,5.494624055,-590.9838354,-56.8493066,SW,7,6,
es6-dt60.1,DRIFT,2.9,59.76469,5.772056623,-591.0741975,-59.74789844,SW,7,6,
es6-q60,QUADRUPOLE,0.25,60.01469,5.795956731,-591.0819874,-59.99777705,SW,7,6,
es6-dt60.2,DRIFT,0.15,60.16469,5.810295523,-591.0866613,-60.14770421,SW,7,6,
es6-q61,QUADRUPOLE,1.2,61.36469,5.924971262,-591.1240525,-61.34712153,SW,7,6,
es6-dt64,DRIFT,2.9,64.26469,6.201846161,-591.2144147,-64.24571337,SW,7,6,
es6-q65,QUADRUPOLE,0.25,64.51469,6.225697304,-591.2222045,-64.49559198,SW,7,6,
es6-dt65,DRIFT,0.15,64.66469,6.240006649,-591.2268784,-64.64551914,SW,7,6,
es6-q66,QUADRUPOLE,1.2,65.86469,6.354444993,-591.2642696,-65.84493646,SW,7,6,
es6-dt66,DRIFT,0.5,66.36469,6.402108398,-591.2798493,-66.34469367,SW,7,6,
es6-cav70,CRABCAVITY,4,70.36469,6.782999796,-591.4044868,-70.34275139,SW,7,6,
es6-dt71,DRIFT,0.5,70.86469,6.830558318,-591.4200664,-70.84250861,SW,7,6,
es6-q72,QUADRUPOLE,1.2,72.06469,6.944649858,-591.4574577,-72.04192592,SW,7,6,
es6-dt75,DRIFT,3.126018,75.19071,7.241530497,-591.5548624,-75.16642602,SW,7,6,
es6-q75,QUADRUPOLE,0.25,75.44071,7.265252335,-591.5626522,-75.41630463,SW,7,6,
es6-dt76,DRIFT,0.15,75.59071,7.279483937,-591.5673261,-75.56623179,SW,7,6,
es6-q77,QUADRUPOLE,1.2,76.79071,7.39329601,-591.6047174,-76.7656491,SW,7,6,
es6-dt77,DRIFT,0.4,77.19071,7.431217183,-591.6171811,-77.16545488,SW,7,6,
es6-dh80,RBEND,2.726017436,79.91673,7.689693372,-591.6852408,-79.89060513,SW,7,6,
es6-dt80,DRIFT,0.4,80.31673,7.727626808,-591.6927501,-80.29053463,SW,7,6,
es6-q82,QUADRUPOLE,1.2,81.51673,7.84138033,-591.7152782,-81.49032315,SW,7,6,
es6-dt82,DRIFT,0.4,81.91673,7.879282472,-591.7227876,-81.89025265,SW,7,6,
es6-dh85,RBEND,2.726017436,84.64274,8.137627814,-591.7570786,-84.61603697,SW,7,6,
es6-dt85,DRIFT,0.4,85.04274,8.175541881,-591.7596324,-85.01602882,SW,7,6,
es6-q86,QUADRUPOLE,1.2,86.24274,8.289238752,-591.7672939,-86.21600436,SW,7,6,
es6-dt87,DRIFT,0.4,86.64274,8.327122495,-591.7698477,-86.61599621,SW,7,6,
es6-dh89,RBEND,2.726017436,89.36876,8.585341286,-591.7703647,-89.34199616,SW,7,6,
es6-dt90,DRIFT,0.4,89.76876,8.623236613,-591.7679626,-89.74198894,SW,7,6,
es6-q91,QUADRUPOLE,1.2,90.96876,8.736878715,-591.7607563,-90.94196731,SW,7,6,
es6-dt91,DRIFT,0.4,91.36876,8.774744685,-591.7583542,-91.34196009,SW,7,6,
es6-dh94,RBEND,2.726017436,94.09478,9.032841184,-591.7250971,-94.06775722,SW,7,6,
es6-dt94,DRIFT,0.4,94.49478,9.070718396,-591.7177395,-94.46768954,SW,7,6,
es6-q96,QUADRUPOLE,1.2,95.69478,9.184307596,-591.6956665,-95.66748652,SW,7,6,
es6-dt96,DRIFT,0.4,96.09478,9.222156414,-591.6883088,-96.06741885,SW,7,6,
es6-dh99,RBEND,2.726017436,98.8208,9.480134845,-591.6212828,-98.79259471,SW,7,6,
es6-dt99,DRIFT,0.4,99.2208,9.51799456,-591.6089707,-99.19240518,SW,7,6,
es6-mark100,MARKER,0,100.4208,9.63153271,-591.5720345,-100.3918366,SW,7,6,
es6-q100,MARKER,0,100.4208,9.63153271,-591.5720345,-100.3918366,SW,7,6,
es6-mark100,QUADRUPOLE,1.2,100.4208,9.63153271,-591.5720345,-100.3918366,SW,7,6,
es6-q100,QUADRUPOLE,1.2,100.4208,9.63153271,-591.5720345,-100.3918366,SW,7,6,
es6-dt102,MARKER,0,101.5881,9.741917324,-591.5361047,-101.5585835,SW,7,6,
es6-mark102,MARKER,0,101.5881,9.741917324,-591.5361047,-101.5585835,SW,7,6,
es6-dt102,DRIFT,1.1673,101.5881,9.741917324,-591.5361047,-101.5585835,SW,7,6,
es6-mark102,DRIFT,1.1673,101.5881,9.741917324,-591.5361047,-101.5585835,SW,7,6,
es6-sol106,SOLENOID,5.7,105.8631,10.14566417,-591.4045192,-105.8315579,SW,7,6,
es6-dt108,DRIFT,0.8,108.0881,10.35547274,-591.3360332,-108.0555036,SW,7,6,
es6-q109,QUADRUPOLE,1.14,108.9431,10.43603441,-591.3097161,-108.9100985,SW,7,6,
es6-dt109,DRIFT,0.25,109.4781,10.4864268,-591.2932487,-109.444845,SW,7,6,
es6-q111,QUADRUPOLE,1.882,110.8896,10.61931248,-591.2498024,-110.8556762,SW,7,6,
es6-dt112,DRIFT,0.25,111.6101,10.68710705,-591.2276252,-111.5758348,SW,7,6,
es6-q113,QUADRUPOLE,1.376,112.6421,10.78416793,-591.19586,-112.6073459,SW,7,6,
es6-dt113,DRIFT,0.25,113.2361,10.84001074,-591.1775765,-113.2010644,SW,7,6,
es6-q114,QUADRUPOLE,1.14,114.0911,10.92035999,-591.1512595,-114.0556593,SW,7,6,
es6-dt115,DRIFT,0.45,114.8261,10.98940315,-591.128636,-114.790311,SW,7,6,
es6-q116,QUADRUPOLE,1.221,115.74185,11.07538747,-591.100449,-115.7056271,SW,7,6,
es6-dt116,DRIFT,0.25,116.2971,11.12750207,-591.0833583,-116.260614,SW,7,6,
es6-q118,QUADRUPOLE,1.968,117.7731,11.26596015,-591.0379266,-117.7359147,SW,7,6,
es6-dt119,DRIFT,0.25,118.5151,11.33552224,-591.0150877,-118.4775631,SW,7,6,
es6-q119,QUADRUPOLE,1.221,119.43085,11.42133402,-590.9869007,-119.3928792,SW,7,6,
es6-dt121,DRIFT,0.8,120.5361,11.52484493,-590.9528809,-120.4976055,SW,7,6,
es6-sol125,SOLENOID,5.7,124.8111,11.92460427,-590.8212954,-124.7705799,SW,7,6,
es6-mark126,MARKER,0,126.2361,12.0576375,-590.7774335,-126.1949047,SW,7,6,
es6-dt127,DRIFT,1.1673,127.4034,12.16652926,-590.7415038,-127.3616516,SW,7,6,
es6-q128.1,QUADRUPOLE,0.5,127.9034,12.21314864,-590.7261137,-127.8614147,SW,7,6,
es6-q128.2,QUADRUPOLE,0.5,128.4034,12.25975404,-590.7107235,-128.3611778,SW,7,6,
es6-dt129,DRIFT,0.364227,128.76762,12.2936951,-590.6995125,-128.7252322,SW,7,6,
es6-dh133,RBEND,3.800060585,132.56768,12.64800167,-590.5454052,-132.522106,SW,7,6,
es6-dt133,DRIFT,0.364227,132.93191,12.68197924,-590.5270755,-132.8858715,SW,7,6,
es6-q133,QUADRUPOLE,0.5,133.43191,12.7286113,-590.501913,-133.385238,SW,7,6,
es6-q134,QUADRUPOLE,0.5,133.93191,12.77523019,-590.4767505,-133.8846044,SW,7,6,
es6-dt134,DRIFT,0.364227,134.29614,12.80918159,-590.4584208,-134.2483699,SW,7,6,
es6-dh138,RBEND,3.800060585,138.0962,13.16358444,-590.2300763,-138.041503,SW,7,6,
es6-dt138,DRIFT,0.364227,138.46043,13.19757012,-590.2046349,-138.4048404,SW,7,6,
es6-q139.1,QUADRUPOLE,0.5,138.96043,13.24421402,-590.1697096,-138.9036191,SW,7,6,
es6-q139.2,QUADRUPOLE,0.5,139.46043,13.29084558,-590.1347844,-139.4023979,SW,7,6,
es6-dt140,DRIFT,0.364227,139.82465,13.32480671,-590.1093429,-139.7657352,SW,7,6,
es6-dh144,RBEND,3.800060585,143.62471,13.67929955,-589.8068487,-143.5536763,SW,7,6,
es6-dt144,DRIFT,0.364227,143.98894,13.71329275,-589.7743053,-143.9164465,SW,7,6,
es6-q144,QUADRUPOLE,0.5,144.48894,13.75994768,-589.7296307,-144.4144466,SW,7,6,
es6-q145,QUADRUPOLE,0.5,144.98894,13.80659108,-589.684956,-144.9124468,SW,7,6,
es6-dt145,DRIFT,0.364227,145.35317,13.84056135,-589.6524126,-145.275217,SW,7,6,
es6-dh149,RBEND,3.800060585,149.15323,14.19513798,-589.2758844,-149.0565166,SW,7,6,
es6-dt150,DRIFT,0.364227,149.51746,14.2291381,-589.2362514,-149.4185809,SW,7,6,
es6-q150,QUADRUPOLE,0.5,150.01746,14.27580325,-589.1818445,-149.915612,SW,7,6,
es6-q151,QUADRUPOLE,0.5,150.51746,14.32245767,-589.1274375,-150.412643,SW,7,6,
es6-dt151,DRIFT,0.364227,150.88168,14.35643649,-589.0878046,-150.7747073,SW,7,6,
es6-dh155,RBEND,3.800060585,154.68174,14.71109077,-588.6373865,-154.5479186,SW,7,6,
es6-dt155,DRIFT,0.364227,155.04597,14.74509724,-588.5906791,-154.9091384,SW,7,6,
es6-q156.1,QUADRUPOLE,0.5,155.54597,14.79177179,-588.5265607,-155.4050102,SW,7,6,
es6-q156.2,QUADRUPOLE,0.5,156.04597,14.83843644,-588.4624422,-155.900882,SW,7,6,
es6-dt157,MARKER,0,156.79597,14.9084147,-588.3662646,-156.6446896,SW,7,6,
es6-mark157,MARKER,0,156.79597,14.9084147,-588.3662646,-156.6446896,SW,7,6,
es6-dt157,DRIFT,0.75,156.79597,14.9084147,-588.3662646,-156.6446896,SW,7,6,
es6-mark157,DRIFT,0.75,156.79597,14.9084147,-588.3662646,-156.6446896,SW,7,6,
es6-sol158,SOLENOID,2,158.29597,15.04830317,-588.1739092,-158.132305,SW,7,6,
es6-dt160,DRIFT,0.75,159.54597,15.16480664,-588.0136131,-159.3719844,SW,7,6,
es6-q160,QUADRUPOLE,0.865,160.19472,15.22524644,-587.9304195,-160.0153781,SW,7,6,
es6-dt161,DRIFT,0.25,160.66097,15.26867305,-587.870629,-160.4777785,SW,7,6,
es6-q162,QUADRUPOLE,1.221,161.57672,15.35393954,-587.7531961,-161.3859677,SW,7,6,
es6-dt162,DRIFT,0.45,162.33197,15.42423493,-587.6563452,-162.134982,SW,7,6,
es6-q164,QUADRUPOLE,1.968,163.80797,15.56154396,-587.4670675,-163.5987955,SW,7,6,
es6-dt165,DRIFT,0.25,164.54997,15.63053492,-587.3719157,-164.3346692,SW,7,6,
es6-q165,QUADRUPOLE,1.221,165.46572,15.71564782,-587.2544828,-165.2428584,SW,7,6,
es6-dt166,DRIFT,0.25,166.02097,15.7672366,-587.1832793,-165.793524,SW,7,6,
es6-q167,QUADRUPOLE,0.865,166.66972,15.82749516,-587.1000856,-166.4369177,SW,7,6,
es6-dt168,DRIFT,0.75,167.63597,15.91720946,-586.9761767,-167.3951899,SW,7,6,
es6-sol169,SOLENOID,2,169.13597,16.05639754,-586.7838214,-168.8828052,SW,7,6,
es6-mark170,MARKER,0,169.63597,16.10277069,-586.7197029,-169.378677,SW,7,6,
es6-dt170,DRIFT,0.75,170.38597,16.17230878,-586.6235253,-170.1224847,SW,7,6,
es6-q171,QUADRUPOLE,0.5,170.76097,16.20706804,-586.5754364,-170.4943885,SW,7,6,
es6-dt172,DRIFT,1.1,171.98597,16.32056913,-586.4183462,-171.7092744,SW,7,6,
es6-mark172,MARKER,0,172.23597,16.34372394,-586.386287,-171.9572103,SW,7,6,
es6-q172,QUADRUPOLE,0.5,172.36097,16.35530024,-586.3702574,-172.0811782,SW,7,6,
es6-dt173.1,DRIFT,0.156,172.64197,16.38132106,-586.3342228,-172.3598582,SW,7,6,
es6-sx173.1,SEXTUPOLE,0.24,172.88197,16.40354228,-586.303446,-172.5978766,SW,7,6,
es6-dt173.2,DRIFT,0.104,172.98597,16.41317063,-586.2901094,-172.701018,SW,7,6,
es6-sx173.2,SEXTUPOLE,0.24,173.22597,16.43538792,-586.2593325,-172.9390364,SW,7,6,
es6-cm174,MULTIPOLE,0,173.72597,16.4816651,-586.1952141,-173.4349082,SW,7,6,
es6-dt174,MULTIPOLE,0,173.72597,16.4816651,-586.1952141,-173.4349082,SW,7,6,
es6-cm174,DRIFT,0.5,173.72597,16.4816651,-586.1952141,-173.4349082,SW,7,6,
es6-dt174,DRIFT,0.5,173.72597,16.4816651,-586.1952141,-173.4349082,SW,7,6,
es6-cm176,MULTIPOLE,0,176.45206,16.73399282,-585.8304232,-176.1364666,SW,7,6,
es6-dv176,MULTIPOLE,0,176.45206,16.73399282,-585.8304232,-176.1364666,SW,7,6,
es6-cm176,SBEND,2.726090383,176.45206,16.73399282,-585.8304232,-176.1364666,SW,7,6,
es6-dv176,SBEND,2.726090383,176.45206,16.73399282,-585.8304232,-176.1364666,SW,7,6,
es6-cm177,MULTIPOLE,0,176.71046,16.75791346,-585.7944048,-176.3923445,SW,7,6,
es6-dt177,MULTIPOLE,0,176.71046,16.75791346,-585.7944048,-176.3923445,SW,7,6,
es6-cm177,DRIFT,0.258400437,176.71046,16.75791346,-585.7944048,-176.3923445,SW,7,6,
es6-dt177,DRIFT,0.258400437,176.71046,16.75791346,-585.7944048,-176.3923445,SW,7,6,
es6-cm178.1,MULTIPOLE,0,177.60186,16.84043193,-585.668529,-177.2748122,SW,7,6,
es6-dv178,MULTIPOLE,0,177.60186,16.84043193,-585.668529,-177.2748122,SW,7,6,
es6-cm178.1,SBEND,0.891400503,177.60186,16.84043193,-585.668529,-177.2748122,SW,7,6,
es6-dv178,SBEND,0.891400503,177.60186,16.84043193,-585.668529,-177.2748122,SW,7,6,
es6-cm178.2,MULTIPOLE,0,177.86026,16.86435244,-585.6315692,-177.5305557,SW,7,6,
es6-dt178,MULTIPOLE,0,177.86026,16.86435244,-585.6315692,-177.5305557,SW,7,6,
es6-cm178.2,DRIFT,0.258400437,177.86026,16.86435244,-585.6315692,-177.5305557,SW,7,6,
es6-dt178,DRIFT,0.258400437,177.86026,16.86435244,-585.6315692,-177.5305557,SW,7,6,
es6-cm181,MULTIPOLE,0,180.58635,17.11674084,-585.2264756,-180.2263653,SW,7,6,
es6-dv181,MULTIPOLE,0,180.58635,17.11674084,-585.2264756,-180.2263653,SW,7,6,
es6-cm181,SBEND,2.726090383,180.58635,17.11674084,-585.2264756,-180.2263653,SW,7,6,
es6-dv181,SBEND,2.726090383,180.58635,17.11674084,-585.2264756,-180.2263653,SW,7,6,
es6-dt181.1,DRIFT,0.374783751,180.96114,17.15144246,-585.1686982,-180.5966688,SW,7,6,
es6-ks181,VKICKER,0.2,181.16114,17.16995817,-585.1378659,-180.7942779,SW,7,6,
es6-dt181.2,DRIFT,0.064,181.22514,17.17588283,-585.1279996,-180.8575128,SW,7,6,
es6-q182,QUADRUPOLE,0.5,181.60014,17.21059403,-585.0701889,-181.2280299,SW,7,6,
es6-dt182,DRIFT,0.163,181.88814,17.23724805,-585.0257903,-181.5125871,SW,7,6,
es6-sx182,SEXTUPOLE,0.57,182.45814,17.28999003,-584.9379182,-182.0757731,SW,7,6,
es6-cm183,MULTIPOLE,0,182.96514,17.33689055,-584.8597582,-182.5767122,SW,7,6,
es6-dt183,MULTIPOLE,0,182.96514,17.33689055,-584.8597582,-182.5767122,SW,7,6,
es6-cm183,DRIFT,0.507,182.96514,17.33689055,-584.8597582,-182.5767122,SW,7,6,
es6-dt183,DRIFT,0.507,182.96514,17.33689055,-584.8597582,-182.5767122,SW,7,6,
es6-cm186.1,MULTIPOLE,0,185.69123,17.5890848,-584.4243521,-185.2677923,SW,7,6,
es6-dv186,MULTIPOLE,0,185.69123,17.5890848,-584.4243521,-185.2677923,SW,7,6,
es6-cm186.1,SBEND,2.726090383,185.69123,17.5890848,-584.4243521,-185.2677923,SW,7,6,
es6-dv186,SBEND,2.726090383,185.69123,17.5890848,-584.4243521,-185.2677923,SW,7,6,
es6-cm186.2,MULTIPOLE,0,185.94963,17.61299258,-584.3816459,-185.5226392,SW,7,6,
es6-dt186,MULTIPOLE,0,185.94963,17.61299258,-584.3816459,-185.5226392,SW,7,6,
es6-cm186.2,DRIFT,0.258400437,185.94963,17.61299258,-584.3816459,-185.5226392,SW,7,6,
es6-dt186,DRIFT,0.258400437,185.94963,17.61299258,-584.3816459,-185.5226392,SW,7,6,
es6-cm187.1,MULTIPOLE,0,186.84103,17.6954667,-584.2327058,-186.4015083,SW,7,6,
es6-dv187,MULTIPOLE,0,186.84103,17.6954667,-584.2327058,-186.4015083,SW,7,6,
es6-cm187.1,SBEND,0.891400503,186.84103,17.6954667,-584.2327058,-186.4015083,SW,7,6,
es6-dv187,SBEND,0.891400503,186.84103,17.6954667,-584.2327058,-186.4015083,SW,7,6,
es6-cm187.2,MULTIPOLE,0,187.09943,17.71937436,-584.1890621,-186.6561963,SW,7,6,
es6-dt187,MULTIPOLE,0,187.09943,17.71937436,-584.1890621,-186.6561963,SW,7,6,
es6-cm187.2,DRIFT,0.258400437,187.09943,17.71937436,-584.1890621,-186.6561963,SW,7,6,
es6-dt187,DRIFT,0.258400437,187.09943,17.71937436,-584.1890621,-186.6561963,SW,7,6,
es6-cm190,MULTIPOLE,0,189.82552,17.97162494,-583.7135176,-189.3404742,SW,7,6,
es6-dv190,MULTIPOLE,0,189.82552,17.97162494,-583.7135176,-189.3404742,SW,7,6,
es6-cm190,SBEND,2.726090383,189.82552,17.97162494,-583.7135176,-189.3404742,SW,7,6,
es6-dv190,SBEND,2.726090383,189.82552,17.97162494,-583.7135176,-189.3404742,SW,7,6,
es6-dt190.1,DRIFT,0.374783751,190.2003,18.00630738,-583.6460637,-189.7091378,SW,7,6,
es6-ks190,HKICKER,0.2,190.4003,18.02481306,-583.6100675,-189.9058718,SW,7,6,
es6-dt190.2,DRIFT,0.064,190.4643,18.03073453,-583.5985487,-189.9688267,SW,7,6,
es6-q191,QUADRUPOLE,0.5,190.8393,18.06542738,-583.5310559,-190.337703,SW,7,6,
es6-dt191.1,DRIFT,0.156,191.1203,18.09142016,-583.4804813,-190.6141143,SW,7,6,
es6-sx191,SEXTUPOLE,0.24,191.3603,18.11361787,-583.4372859,-190.8501951,SW,7,6,
es6-dt191.2,DRIFT,0.104,191.4643,18.12323615,-583.4185679,-190.9524968,SW,7,6,
es6-sx192,SEXTUPOLE,0.24,191.7043,18.14543051,-583.3753725,-191.1885776,SW,7,6,
es6-cm192,MULTIPOLE,0,192.2043,18.1916612,-583.2853821,-191.6804127,SW,7,6,
es6-dt192,MULTIPOLE,0,192.2043,18.1916612,-583.2853821,-191.6804127,SW,7,6,
es6-cm192,DRIFT,0.5,192.2043,18.1916612,-583.2853821,-191.6804127,SW,7,6,
es6-dt192,DRIFT,0.5,192.2043,18.1916612,-583.2853821,-191.6804127,SW,7,6,
es6-cm195.1,MULTIPOLE,0,194.93039,18.4437332,-582.7796594,-194.3591689,SW,7,6,
es6-dv195,MULTIPOLE,0,194.93039,18.4437332,-582.7796594,-194.3591689,SW,7,6,
es6-cm195.1,SBEND,2.726090383,194.93039,18.4437332,-582.7796594,-194.3591689,SW,7,6,
es6-dv195,SBEND,2.726090383,194.93039,18.4437332,-582.7796594,-194.3591689,SW,7,6,
es6-cm195.2,MULTIPOLE,0,195.18879,18.46762918,-582.7302947,-194.6128102,SW,7,6,
es6-dt195,MULTIPOLE,0,195.18879,18.46762918,-582.7302947,-194.6128102,SW,7,6,
es6-cm195.2,DRIFT,0.258400437,195.18879,18.46762918,-582.7302947,-194.6128102,SW,7,6,
es6-dt195,DRIFT,0.258400437,195.18879,18.46762918,-582.7302947,-194.6128102,SW,7,6,
es6-cm196.1,MULTIPOLE,0,196.08019,18.5500626,-582.5583925,-195.4874779,SW,7,6,
es6-dv196,MULTIPOLE,0,196.08019,18.5500626,-582.5583925,-195.4874779,SW,7,6,
es6-cm196.1,SBEND,0.891400503,196.08019,18.5500626,-582.5583925,-195.4874779,SW,7,6,
es6-dv196,SBEND,0.891400503,196.08019,18.5500626,-582.5583925,-195.4874779,SW,7,6,
es6-cm196.2,MULTIPOLE,0,196.33859,18.57395847,-582.5080948,-195.7409359,SW,7,6,
es6-dt196,MULTIPOLE,0,196.33859,18.57395847,-582.5080948,-195.7409359,SW,7,6,
es6-cm196.2,DRIFT,0.258400437,196.33859,18.57395847,-582.5080948,-195.7409359,SW,7,6,
es6-dt196,DRIFT,0.258400437,196.33859,18.57395847,-582.5080948,-195.7409359,SW,7,6,
es6-cm199,MULTIPOLE,0,199.06468,18.82608241,-581.9624255,-198.4118412,SW,7,6,
es6-dv199,MULTIPOLE,0,199.06468,18.82608241,-581.9624255,-198.4118412,SW,7,6,
es6-cm199,SBEND,2.726090383,199.06468,18.82608241,-581.9624255,-198.4118412,SW,7,6,
es6-dv199,SBEND,2.726090383,199.06468,18.82608241,-581.9624255,-198.4118412,SW,7,6,
es6-dt199,DRIFT,0.374783751,199.43947,18.86074721,-581.8853413,-198.7786121,SW,7,6,
es6-ks200,VKICKER,0.2,199.63947,18.87924367,-581.844206,-198.9743361,SW,7,6,
es6-dt200.1,DRIFT,0.064,199.70347,18.88516223,-581.8310427,-199.0369678,SW,7,6,
es6-q200,QUADRUPOLE,0.5,200.07847,18.91983824,-581.753914,-199.4039503,SW,7,6,
es6-dt200.2,DRIFT,0.163,200.36647,18.9464659,-581.6946791,-199.6857929,SW,7,6,
es6-sx201,SEXTUPOLE,0.57,200.93647,18.9991574,-581.5774435,-200.2436063,SW,7,6,
es6-cm201,MULTIPOLE,0,201.44347,19.04601492,-581.4731655,-200.7397667,SW,7,6,
es6-dt201,MULTIPOLE,0,201.44347,19.04601492,-581.4731655,-200.7397667,SW,7,6,
es6-cm201,DRIFT,0.507,201.44347,19.04601492,-581.4731655,-200.7397667,SW,7,6,
es6-dt201,DRIFT,0.507,201.44347,19.04601492,-581.4731655,-200.7397667,SW,7,6,
es6-cm204.1,MULTIPOLE,0,204.16956,19.29797572,-580.897473,-203.404362,SW,7,6,
es6-dv204,MULTIPOLE,0,204.16956,19.29797572,-580.897473,-203.404362,SW,7,6,
es6-cm204.1,SBEND,2.726090383,204.16956,19.29797572,-580.897473,-203.404362,SW,7,6,
es6-dv204,SBEND,2.726090383,204.16956,19.29797572,-580.897473,-203.404362,SW,7,6,
es6-cm204.2,MULTIPOLE,0,204.42796,19.32186094,-580.8414836,-203.6566237,SW,7,6,
es6-dt204,MULTIPOLE,0,204.42796,19.32186094,-580.8414836,-203.6566237,SW,7,6,
es6-cm204.2,DRIFT,0.258400437,204.42796,19.32186094,-580.8414836,-203.6566237,SW,7,6,
es6-dt204,DRIFT,0.258400437,204.42796,19.32186094,-580.8414836,-203.6566237,SW,7,6,
es6-cm205,MULTIPOLE,0,205.31936,19.40425728,-580.6467372,-204.5264903,SW,7,6,
es6-dv205,MULTIPOLE,0,205.31936,19.40425728,-580.6467372,-204.5264903,SW,7,6,
es6-cm205,SBEND,0.891400503,205.31936,19.40425728,-580.6467372,-204.5264903,SW,7,6,
es6-dv205,SBEND,0.891400503,205.31936,19.40425728,-580.6467372,-204.5264903,SW,7,6,
es6-cm206,MULTIPOLE,0,205.57776,19.42814241,-580.5898199,-204.7785443,SW,7,6,
es6-dt206,MULTIPOLE,0,205.57776,19.42814241,-580.5898199,-204.7785443,SW,7,6,
es6-cm206,DRIFT,0.258400437,205.57776,19.42814241,-580.5898199,-204.7785443,SW,7,6,
es6-dt206,DRIFT,0.258400437,205.57776,19.42814241,-580.5898199,-204.7785443,SW,7,6,
es6-cm208,MULTIPOLE,0,208.30385,19.68015072,-579.9744001,-207.4342454,SW,7,6,
es6-dv208,MULTIPOLE,0,208.30385,19.68015072,-579.9744001,-207.4342454,SW,7,6,
es6-cm208,SBEND,2.726090383,208.30385,19.68015072,-579.9744001,-207.4342454,SW,7,6,
es6-dv208,SBEND,2.726090383,208.30385,19.68015072,-579.9744001,-207.4342454,SW,7,6,
es6-dt209.1,DRIFT,0.374783751,208.67863,19.71479938,-579.8877384,-207.7988721,SW,7,6,
es6-ks209,HKICKER,0.2,208.87863,19.73328743,-579.8414922,-207.9934519,SW,7,6,
es6-dt209.2,DRIFT,0.064,208.94263,19.73920332,-579.8266934,-208.0557174,SW,7,6,
es6-q209,QUADRUPOLE,0.5,209.31763,19.77386402,-579.7399817,-208.4205545,SW,7,6,
es6-dt210.1,DRIFT,0.156,209.59863,19.79983335,-579.6750058,-208.6939391,SW,7,6,
es6-sx210.1,SEXTUPOLE,0.24,209.83863,19.82201146,-579.6195103,-208.9274348,SW,7,6,
es6-dt210.2,DRIFT,0.104,209.94263,19.83162137,-579.5954623,-209.0286163,SW,7,6,
es6-sx210.2,SEXTUPOLE,0.24,210.18263,19.8537967,-579.5399668,-209.262112,SW,7,6,
es6-cm211,MULTIPOLE,0,210.68263,19.89998902,-579.4243512,-209.7485614,SW,7,6,
es6-dt211,MULTIPOLE,0,210.68263,19.89998902,-579.4243512,-209.7485614,SW,7,6,
es6-cm211,DRIFT,0.5,210.68263,19.89998902,-579.4243512,-209.7485614,SW,7,6,
es6-dt211,DRIFT,0.5,210.68263,19.89998902,-579.4243512,-209.7485614,SW,7,6,
es6-cm213,MULTIPOLE,0,213.40871,20.15183621,-578.7802246,-212.3974348,SW,7,6,
es6-dv213,MULTIPOLE,0,213.40871,20.15183621,-578.7802246,-212.3974348,SW,7,6,
